81,gen_81_005,992.4911774829113
81,gen_58_003,995.0670630880106
81,gen_70_009,995.4257440981156
81,gen_63_002,995.6462960494719
81,gen_65_014,997.5706097173519
81,gen_40_005,998.3675814305677
81,gen_13_004,1001.3246963131902
81,gen_47_003,1002.8932987288294
81,gen_25_007,1003.1045238128416
81,gen_54_006,1004.8911662301274
81,gen_75_005,1006.819963031082
81,gen_2_015,1007.4373622882383
81,gen_78_008,1007.8691373854798
81,gen_35_007,1009.086571849086
81,gen_39_002,1009.4065394319721
81,gen_37_010,1009.9637409414883
81,gen_24_010,1011.7335541174526
81,gen_69_003,1013.362910413013
81,gen_44_002,1013.4255115865748
81,gen_22_005,1014.5940039808937
81,gen_56_009,1014.9368271344671
81,gen_68_002,1015.6841940828607
81,gen_79_003,1015.8946879574127
81,gen_34_003,1016.324382137216
81,gen_29_004,1016.8050038482518
81,gen_28_011,1016.819217546067
81,gen_15_006,1017.974602355698
81,gen_50_013,1018.0661238745787
81,gen_7_004,1018.7813087909877
81,gen_36_003,1019.1925290207612
81,gen_62_007,1020.3721795976758
81,gen_9_013,1021.2211089921035
81,gen_76_008,1021.6749330312964
81,gen_5_007,1022.1889786323408
81,gen_38_007,1023.4245720667242
81,gen_23_002,1023.6766911865284
81,gen_74_007,1024.3518164653958
81,gen_51_014,1024.4136746488173
81,gen_43_002,1025.207554001763
81,gen_46_006,1025.5017476795738
81,gen_30_007,1025.8204537836255
81,gen_72_009,1027.5610194807152
81,gen_60_011,1028.1817654721542
81,gen_41_015,1028.2495512434043
81,gen_57_014,1028.485202212249
81,gen_59_013,1028.7713513478907
81,gen_73_014,1029.0137062396145
81,gen_26_011,1029.0366020860522
81,gen_55_003,1029.70513390674
81,gen_33_002,1029.9334851063784
81,gen_77_014,1030.5279929732828
81,gen_0_003,1031.1168693854775
81,gen_52_012,1031.2259532444032
81,gen_6_002,1032.8417278821557
81,gen_14_009,1033.1609261210292
81,gen_0_004,1033.2133808183605
81,gen_4_008,1034.1458880896726
81,gen_12_005,1034.4587888880114
81,gen_66_007,1035.2112439176094
81,gen_32_011,1035.2116250039592
81,gen_64_004,1035.3553516306163
81,gen_19_007,1035.7295316851507
81,gen_20_007,1036.3287862550249
81,gen_18_003,1036.4542890080966
81,gen_49_014,1036.9295345591486
81,gen_71_010,1037.1308354884234
81,gen_80_002,1038.5213058073455
81,gen_11_008,1038.604151870516
81,gen_53_013,1038.7960158545811
81,gen_61_007,1039.1142248537246
81,gen_31_010,1039.49351414879
81,gen_17_003,1039.5308491327187
81,gen_21_004,1042.0132519549713
81,gen_8_011,1042.3695462883156
81,gen_27_011,1044.131519728174
81,gen_0_009,1044.6545796412265
81,gen_3_006,1044.9618394449212
81,gen_67_003,1045.6704705604445
81,gen_45_013,1052.8150624485427
81,gen_42_004,1061.559743068091
81,gen_16_008,1062.4546991233449
81,gen_10_007,1064.7917271547076
81,gen_48_015,1090.8423145302265
81,gen_1_008,1090.8465276187574
81,gen_0_018,1101.9200042650327
81,gen_0_012,1113.9440527544868
81,gen_0_006,1139.514752622598
81,gen_0_015,1151.3661442348225
81,gen_0_016,1159.18414212285
81,gen_0_031,1173.584695973105
81,gen_0_020,1187.0722793129228
81,gen_0_026,1192.687640477482
81,gen_0_027,1197.262130562628
81,gen_0_007,1198.3139968170242
81,gen_0_025,1206.3312287818896
81,gen_0_029,1216.7233854272781
81,gen_0_021,1217.327148007681
81,gen_0_010,1223.951368389019
81,gen_0_019,1232.8411035647703
81,gen_0_028,1245.432528607814
81,gen_0_024,1249.2844342096369
81,gen_0_023,1262.444258912593
81,gen_0_017,1267.2330666803136
81,gen_0_013,1271.786193807194
81,gen_0_030,1283.6991024672366
81,gen_0_022,1283.850800235267
81,gen_0_011,1286.8935252120057
81,gen_0_014,1344.9127730394616
81,gen_0_002,1447.7541501521903
81,gen_0_008,1538.772168771971
81,gen_0_005,1823.5079569580737
